antecedent_idx,consequent_idx,pair_count,support,confidence,lift,rule_score,antecedent_artistID,consequent_artistID,antecedent,consequent
2649,2651,6,0.003171247357293869,0.8571428571428571,162.17142857142855,6.292607877527644,2669,2671,µ-Ziq,Kettel
4664,1179,5,0.002642706131078224,1.0,75.67999999999999,6.24184018356467,4774,1188,Adept,Asking Alexandria
6321,3566,5,0.002642706131078224,1.0,72.76923076923077,6.1852566551983035,6463,3616,Manchester Orchestra,Brand New
6967,1121,5,0.002642706131078224,1.0,72.76923076923077,6.1852566551983035,7119,1130,Johannes Brahms,Ludwig van Beethoven
1268,17,6,0.003171247357293869,0.8571428571428571,147.42857142857142,6.174747714313414,1277,19,Velvet Acid Christ,:wumpscut:
2438,2427,6,0.003171247357293869,0.8571428571428571,147.42857142857142,6.174747714313414,2453,2442,Tim McGraw,Garth Brooks
2874,2844,7,0.0036997885835095136,0.875,127.34615384615385,6.118535130098919,2894,2864,Buddy Guy,Stevie Ray Vaughan and Double Trouble
763,2651,5,0.002642706131078224,0.8333333333333334,157.66666666666669,6.083944893848533,772,2671,Proem,Kettel
4082,2601,5,0.002642706131078224,0.8333333333333334,157.66666666666669,6.083944893848533,4166,2621,Confide,We Came As Romans
373,368,8,0.004228329809725159,1.0,65.24137931034483,6.027715378211823,379,374,中島美嘉,宇多田ヒカル
2411,1844,5,0.002642706131078224,1.0,65.24137931034483,6.027715378211823,2426,1853,I See Stars,blessthefall
1434,1424,5,0.002642706131078224,0.8333333333333334,143.33333333333334,5.9693586240569205,1443,1433,Wisin & Yandel,Daddy Yankee
3538,2427,5,0.002642706131078224,0.8333333333333334,143.33333333333334,5.9693586240569205,3588,2442,Kenny Chesney,Garth Brooks
16,1294,6,0.003171247357293869,0.8571428571428571,124.74725274725274,5.968169343310161,18,1303,The Crüxshadows,Assemblage 23
2949,815,6,0.003171247357293869,0.8571428571428571,124.74725274725274,5.968169343310161,2969,824,Wintersun,Ensiferum
1328,1248,6,0.003171247357293869,0.8571428571428571,124.74725274725274,5.968169343310161,1337,1257,Nuclear Assault,Overkill
3817,3243,6,0.003171247357293869,1.0,59.125,5.885696373339395,3893,3280,This Mortal Coil,Cocteau Twins
1846,1850,5,0.002642706131078224,0.8333333333333334,131.38888888888889,5.864749555653704,1855,1859,Pillar,Thousand Foot Krutch
1937,3195,7,0.0036997885835095136,0.875,97.38235294117648,5.779889897378327,1952,3227,Raekwon,Wu-Tang Clan
763,2653,5,0.002642706131078224,0.8333333333333334,121.2820512820513,5.768518541137091,772,2673,Proem,Plaid
9587,943,6,0.003171247357293869,1.0,54.05714285714285,5.756413356394429,9822,952,Firehouse,Skid Row
575,577,5,0.002642706131078224,0.8333333333333334,112.61904761904763,5.679422537873331,581,583,Elmore James,John Lee Hooker
2438,3538,5,0.002642706131078224,0.7142857142857143,225.23809523809524,5.582362175319998,2453,3588,Tim McGraw,Kenny Chesney
3538,350,5,0.002642706131078224,0.8333333333333334,98.54166666666667,5.518884972921335,3588,356,Kenny Chesney,Brad Paisley
575,559,5,0.002642706131078224,0.8333333333333334,98.54166666666667,5.518884972921335,581,565,Elmore James,Howlin' Wolf
2453,2427,7,0.0036997885835095136,0.7777777777777778,133.77777777777777,5.493984747469081,2468,2442,Alan Jackson,Garth Brooks
9587,4081,5,0.002642706131078224,0.8333333333333334,92.74509803921569,5.445999271879385,9822,4165,Firehouse,Poison
2649,2648,6,0.003171247357293869,0.8571428571428571,81.08571428571427,5.435465020384787,2669,2668,µ-Ziq,Amon Tobin
2434,2440,5,0.002642706131078224,0.7142857142857143,193.06122448979593,5.423510445793964,2449,2455,Brooks & Dunn,Toby Keith
2440,2434,5,0.002642706131078224,0.7142857142857143,193.06122448979593,5.423510445793964,2455,2449,Toby Keith,Brooks & Dunn
607,604,8,0.004228329809725159,0.8888888888888888,67.27111111111111,5.397257939664318,613,610,John Coltrane,Miles Davis
7926,722,8,0.004228329809725159,1.0,42.044444444444444,5.39384327700972,8111,728,The Allman Brothers Band,Eric Clapton
9151,1446,5,0.002642706131078224,1.0,42.044444444444444,5.39384327700972,9384,1455,Young Money,B.o.B
2851,722,5,0.002642706131078224,1.0,42.044444444444444,5.39384327700972,2871,728,Rory Gallagher,Eric Clapton
3434,1357,5,0.002642706131078224,0.8333333333333334,87.5925925925926,5.377280805052741,3471,1366,Quiet Riot,W.A.S.P.
2656,735,5,0.002642706131078224,0.8333333333333334,87.5925925925926,5.377280805052741,2676,744,Tycho,Autechre
4358,1510,5,0.002642706131078224,0.8333333333333334,75.07936507936508,5.191953787272368,4442,1519,Ryan Adams & The Cardinals,Ryan Adams
1906,387,5,0.002642706131078224,0.7142857142857143,150.15873015873015,5.16453181766203,1918,393,동방신기,Super Junior
2434,2453,5,0.002642706131078224,0.7142857142857143,150.15873015873015,5.16453181766203,2449,2468,Brooks & Dunn,Alan Jackson
8522,8518,5,0.002642706131078224,0.7142857142857143,150.15873015873015,5.16453181766203,8732,8728,Fernandinho,Oficina G3
2619,2607,5,0.002642706131078224,0.7142857142857143,150.15873015873015,5.16453181766203,2639,2627,Ben Folds Five,Ben Folds
2452,2453,5,0.002642706131078224,0.7142857142857143,150.15873015873015,5.16453181766203,2467,2468,George Strait,Alan Jackson
2944,1979,5,0.002642706131078224,0.7142857142857143,150.15873015873015,5.16453181766203,2964,1994,Strapping Young Lad,Devin Townsend
2649,2131,5,0.002642706131078224,0.7142857142857143,150.15873015873015,5.16453181766203,2669,2146,µ-Ziq,AFX
382,363,7,0.0036997885835095136,0.7,165.54999999999998,5.159786240356746,388,369,B2ST,2PM
2453,3538,6,0.003171247357293869,0.6666666666666666,210.22222222222223,5.143847581264722,2468,3588,Alan Jackson,Kenny Chesney
3453,368,7,0.0036997885835095136,0.875,57.08620689655172,5.1056865127357485,3490,374,Utada,宇多田ヒカル
791,777,5,0.002642706131078224,0.8333333333333334,68.55072463768116,5.082583342873824,800,786,Atomic Kitten,Mandy Moore
1343,1351,5,0.002642706131078224,1.0,33.785714285714285,5.0783414512817915,1352,1360,Death Angel,Motörhead
7926,6904,6,0.003171247357293869,0.75,109.15384615384616,5.077664366939595,8111,7056,The Allman Brothers Band,B.B. King
2453,350,7,0.0036997885835095136,0.7777777777777778,91.97222222222221,5.073542673075868,2468,356,Alan Jackson,Brad Paisley
373,369,7,0.0036997885835095136,0.875,55.18333333333334,5.062890612314921,379,375,中島美嘉,浜崎あゆみ
2091,382,5,0.002642706131078224,0.7142857142857143,135.14285714285714,5.055958179486994,2106,388,U-KISS,B2ST
1906,2082,5,0.002642706131078224,0.7142857142857143,135.14285714285714,5.055958179486994,1918,2097,동방신기,Brown Eyed Girls
2953,1799,6,0.003171247357293869,0.75,101.35714285714286,4.9974779640022104,2973,1808,Dokken,Ratt
2874,577,6,0.003171247357293869,0.75,101.35714285714286,4.9974779640022104,2894,583,Buddy Guy,John Lee Hooker
2453,3533,6,0.003171247357293869,0.6666666666666666,180.19047619047618,4.995585967040423,2468,3583,Alan Jackson,Luke Bryan
2453,2440,6,0.003171247357293869,0.6666666666666666,180.19047619047618,4.995585967040423,2468,2455,Alan Jackson,Toby Keith
2453,2438,6,0.003171247357293869,0.6666666666666666,180.19047619047618,4.995585967040423,2468,2453,Alan Jackson,Tim McGraw
1181,1179,5,0.002642706131078224,0.8333333333333334,63.06666666666667,4.982338148109064,1190,1188,We Are The Ocean,Asking Alexandria
4082,1179,5,0.002642706131078224,0.8333333333333334,63.06666666666667,4.982338148109064,4166,1188,Confide,Asking Alexandria
2440,2427,5,0.002642706131078224,0.7142857142857143,122.85714285714286,4.957741376808468,2455,2442,Toby Keith,Garth Brooks
2091,1894,5,0.002642706131078224,0.7142857142857143,122.85714285714286,4.957741376808468,2106,1904,U-KISS,SHINee
2438,2421,5,0.002642706131078224,0.7142857142857143,122.85714285714286,4.957741376808468,2453,2436,Tim McGraw,Keith Urban
2452,2427,5,0.002642706131078224,0.7142857142857143,122.85714285714286,4.957741376808468,2467,2442,George Strait,Garth Brooks
4168,424,6,0.003171247357293869,1.0,30.51612903225806,4.931500062952519,4252,430,Paloma Faith,Kate Nash
7648,807,5,0.002642706131078224,1.0,30.51612903225806,4.931500062952519,7831,816,Sleeping With Sirens,A Day to Remember
1343,1363,5,0.002642706131078224,1.0,30.031746031746028,4.9084164498394784,1352,1372,Death Angel,Deep Purple
3277,3281,5,0.002642706131078224,0.7142857142857143,112.61904761904762,4.868076461034284,3314,3318,Mýa,Trey Songz
2091,361,5,0.002642706131078224,0.7142857142857143,112.61904761904762,4.868076461034284,2106,367,U-KISS,BIG BANG
1343,1349,5,0.002642706131078224,1.0,28.666666666666668,4.841302253980942,1352,1358,Death Angel,Judas Priest
1514,832,5,0.002642706131078224,1.0,28.238805970149254,4.819607182881623,1523,841,Tankard,Slayer
2657,763,5,0.002642706131078224,0.625,197.08333333333334,4.764163729691001,2677,772,Bola,Proem
2297,8238,5,0.002642706131078224,0.625,197.08333333333334,4.764163729691001,2312,8439,Ahmet Kaya,Metin & Kemal Kahraman
2874,11478,5,0.002642706131078224,0.625,197.08333333333334,4.764163729691001,2894,11885,Buddy Guy,Johnny Winter
2297,6816,5,0.002642706131078224,0.625,197.08333333333334,4.764163729691001,2312,6961,Ahmet Kaya,Grup Yorum
4973,369,5,0.002642706131078224,0.8333333333333334,52.555555555555564,4.763142809914236,5089,375,大塚愛,浜崎あゆみ
2764,943,6,0.003171247357293869,0.8571428571428571,46.33469387755101,4.743446515763983,2784,952,Hanoi Rocks,Skid Row
1825,279,5,0.002642706131078224,1.0,26.64788732394366,4.735949253834713,1834,285,Diana Ross,Janet Jackson
2601,1179,8,0.004228329809725159,0.8,60.544000000000004,4.735929670941847,2621,1188,We Came As Romans,Asking Alexandria
2657,735,6,0.003171247357293869,0.75,78.83333333333333,4.72555040446368,2677,744,Bola,Autechre
4712,4711,7,0.0036997885835095136,0.7777777777777778,66.88888888888889,4.716206969691303,4822,4821,No Use for a Name,NOFX
3982,3993,5,0.002642706131078224,0.7142857142857143,96.53061224489797,4.709224731508249,4058,4069,The Brian Jonestown Massacre,The Dandy Warhols
2886,1604,8,0.004228329809725159,1.0,25.91780821917808,4.695871814459378,2906,1613,"Royce da 5'9""",Jay-Z
5411,1028,5,0.002642706131078224,1.0,25.91780821917808,4.695871814459378,5534,1037,Alexis Jordan,Nicki Minaj
2896,1604,5,0.002642706131078224,1.0,25.91780821917808,4.695871814459378,2916,1613,Lloyd Banks,Jay-Z
2189,1532,5,0.002642706131078224,0.8333333333333334,49.270833333333336,4.6855516395880015,2204,1541,Of Mice & Men,The Devil Wears Prada
7,1900,6,0.003171247357293869,0.6666666666666666,126.13333333333333,4.652537185153918,8,1910,DIR EN GREY,the GazettE
6614,626,8,0.004228329809725159,0.8888888888888888,37.37283950617284,4.643482911615473,6759,632,This Will Destroy You,Explosions in the Sky
1906,2077,5,0.002642706131078224,0.7142857142857143,90.0952380952381,4.638127821829025,1918,2092,동방신기,소녀시대
2649,2647,5,0.002642706131078224,0.7142857142857143,90.0952380952381,4.638127821829025,2669,2667,µ-Ziq,The Flashbulb
4680,1402,7,0.0036997885835095136,0.7777777777777778,61.31481481481482,4.6185718391816355,4790,1411,Gentle Giant,King Crimson
1846,365,5,0.002642706131078224,0.8333333333333334,46.372549019607845,4.612665938546051,1855,371,Pillar,Skillet
1018,94,8,0.004228329809725159,0.7272727272727273,80.94117647058825,4.610037755237643,1027,100,Heaven 17,ABC
10133,433,5,0.002642706131078224,1.0,24.256410256410255,4.6002941544771465,10418,439,Novos Baianos,Los Hermanos
1018,984,9,0.0047568710359408035,0.8181818181818182,48.375,4.5787007095727,1027,993,Heaven 17,Simple Minds
999,988,5,0.002642706131078224,0.8333333333333334,45.047619047619044,4.577815792133863,1008,997,Level 42,The Human League
3437,943,5,0.002642706131078224,0.8333333333333334,45.047619047619044,4.577815792133863,3474,952,Danger Danger,Skid Row
3533,350,5,0.002642706131078224,0.7142857142857143,84.46428571428571,4.571621104406538,3583,356,Luke Bryan,Brad Paisley
2440,350,5,0.002642706131078224,0.7142857142857143,84.46428571428571,4.571621104406538,2455,356,Toby Keith,Brad Paisley
577,559,10,0.005285412262156448,0.7142857142857143,84.46428571428571,4.571621104406538,583,565,John Lee Hooker,Howlin' Wolf
2438,350,5,0.002642706131078224,0.7142857142857143,84.46428571428571,4.571621104406538,2453,356,Tim McGraw,Brad Paisley
3277,316,5,0.002642706131078224,0.7142857142857143,84.46428571428571,4.571621104406538,3314,322,Mýa,Ashanti
2434,350,5,0.002642706131078224,0.7142857142857143,84.46428571428571,4.571621104406538,2449,356,Brooks & Dunn,Brad Paisley
3437,2767,5,0.002642706131078224,0.8333333333333334,43.7962962962963,4.543947471719408,3474,2787,Danger Danger,Whitesnake
8119,728,5,0.002642706131078224,0.8333333333333334,43.7962962962963,4.543947471719408,8312,734,John Mellencamp,Bruce Springsteen
1920,326,8,0.004228329809725159,0.8888888888888888,34.321995464852606,4.534276913583889,1935,332,Solange,Kelly Rowland
1886,1004,10,0.005285412262156448,0.7692307692307693,58.215384615384615,4.510252738700724,1895,1013,Visage,Ultravox
243,261,6,0.003171247357293869,0.75,64.5,4.5084204415674405,249,267,Common,Nas
2536,2542,5,0.002642706131078224,0.625,147.8125,4.504765292641723,2556,2562,The Power Station,Arcadia
2542,2536,5,0.002642706131078224,0.625,147.8125,4.504765292641723,2562,2556,Arcadia,The Power Station
2427,2453,7,0.0036997885835095136,0.6363636363636364,133.77777777777777,4.49507842974743,2442,2468,Garth Brooks,Alan Jackson
999,187,5,0.002642706131078224,0.8333333333333334,41.491228070175445,4.4789453783850135,1008,193,Level 42,Tears for Fears
1018,988,9,0.0047568710359408035,0.8181818181818182,44.22857142857143,4.472923695708636,1027,997,Heaven 17,The Human League
3533,2424,5,0.002642706131078224,0.7142857142857143,75.07936507936508,4.450246103376315,3583,2439,Luke Bryan,Rascal Flatts
2649,735,5,0.002642706131078224,0.7142857142857143,75.07936507936508,4.450246103376315,2669,744,µ-Ziq,Autechre
2438,2424,5,0.002642706131078224,0.7142857142857143,75.07936507936508,4.450246103376315,2453,2439,Tim McGraw,Rascal Flatts
2649,610,5,0.002642706131078224,0.7142857142857143,75.07936507936508,4.450246103376315,2669,616,µ-Ziq,Squarepusher
3538,354,5,0.002642706131078224,0.8333333333333334,40.427350427350426,4.4477164572027945,3588,360,Kenny Chesney,Shania Twain
5996,4718,8,0.004228329809725159,0.7272727272727273,68.8,4.4395175707743535,6121,4828,Scracho,Forfun
2853,722,6,0.003171247357293869,0.8571428571428571,36.03809523809524,4.432672162005662,2873,728,Joe Bonamassa,Eric Clapton
986,45,5,0.002642706131078224,1.0,21.5,4.426264754702098,995,51,China Crisis,Duran Duran
795,821,5,0.002642706131078224,0.8333333333333334,39.41666666666667,4.417278227181866,804,830,Darkest Hour,Atreyu
7651,1036,6,0.003171247357293869,0.8571428571428571,35.254658385093165,4.405493139382229,7834,1045,Esteban,Fresno
2651,2649,6,0.003171247357293869,0.6,162.17142857142858,4.40482551426935,2671,2669,Kettel,µ-Ziq
363,387,5,0.002642706131078224,0.625,131.38888888888889,4.398562166740278,369,393,2PM,Super Junior
5307,7505,5,0.002642706131078224,0.625,131.38888888888889,4.398562166740278,5429,7663,Good Shoes,The Futureheads
1969,1966,5,0.002642706131078224,0.625,131.38888888888889,4.398562166740278,1984,1981,Pidżama Porno,Kult
769,2131,5,0.002642706131078224,0.625,131.38888888888889,4.398562166740278,778,2146,Ochre,AFX
2083,2076,5,0.002642706131078224,0.7142857142857143,71.12781954887218,4.394530023375406,2098,2091,Kara,4minute
281,256,5,0.002642706131078224,0.7142857142857143,71.12781954887218,4.394530023375406,287,262,Monica,Mary J. Blige
1328,938,5,0.002642706131078224,0.7142857142857143,67.57142857142857,4.34167246520128,1337,947,Nuclear Assault,Testament
76,3692,5,0.002642706131078224,0.7142857142857143,67.57142857142857,4.34167246520128,82,3768,Marc Almond,Soft Cell
2651,735,7,0.0036997885835095136,0.7,73.57777777777777,4.340838739347126,2671,744,Kettel,Autechre
2237,261,8,0.004228329809725159,0.7272727272727273,62.54545454545455,4.339515008047128,2252,267,Mobb Deep,Nas
9587,1794,5,0.002642706131078224,0.8333333333333334,36.666666666666664,4.330331010669586,9822,1803,Firehouse,Mötley Crüe
1526,1977,6,0.003171247357293869,0.6666666666666666,90.09523809523809,4.328919300373756,1535,1992,Mercyful Fate,King Diamond
3277,326,6,0.003171247357293869,0.8571428571428571,33.096209912536445,4.327366378189491,3314,332,Mýa,Kelly Rowland
2657,739,7,0.0036997885835095136,0.875,30.1,4.297730134138297,2677,748,Bola,Boards of Canada
1618,1928,11,0.005813953488372093,0.7333333333333333,57.81111111111111,4.292401590141146,1627,1943,J Dilla,Flying Lotus
811,812,5,0.002642706131078224,0.7142857142857143,64.35374149659863,4.291394373850281,820,821,At the Gates,Amon Amarth
2653,735,9,0.0047568710359408035,0.6923076923076923,72.76923076923076,4.282100761291132,2673,744,Plaid,Autechre
902,897,7,0.0036997885835095136,0.875,29.5625,4.274984326671971,911,906,Rachel Stevens,Girls Aloud
16,1289,5,0.002642706131078224,0.7142857142857143,61.42857142857143,4.243455662522754,18,1298,The Crüxshadows,Apoptygma Berzerk
1328,1518,5,0.002642706131078224,0.7142857142857143,61.42857142857143,4.243455662522754,1337,1527,Nuclear Assault,Anthrax
2651,2648,7,0.0036997885835095136,0.7,66.22,4.234436573935592,2671,2668,Kettel,Amon Tobin
2253,434,5,0.002642706131078224,0.8333333333333334,33.54609929078014,4.22339426318997,2268,440,Dirty Projectors,Animal Collective
5053,1363,8,0.004228329809725159,0.8888888888888888,26.694885361552025,4.2119923985752585,5172,1372,Grand Funk Railroad,Deep Purple
1900,7,6,0.003171247357293869,0.6,126.13333333333333,4.187283466638526,1910,8,the GazettE,DIR EN GREY
2649,597,6,0.003171247357293869,0.8571428571428571,28.959183673469386,4.162242025667436,2669,603,µ-Ziq,Aphex Twin
1283,1294,7,0.0036997885835095136,0.6363636363636364,92.61538461538461,4.1574781554845694,1292,1303,mind.in.a.box,Assemblage 23
476,3280,5,0.002642706131078224,0.7142857142857143,56.30952380952381,4.1537907467485695,482,3317,Jeremih,Drake
7842,448,6,0.003171247357293869,0.6666666666666666,74.19607843137256,4.1421806875786,8027,454,Jónsi & Alex,Jónsi
903,4813,6,0.003171247357293869,0.6666666666666666,74.19607843137256,4.1421806875786,912,4923,Carter Burwell,Alexandre Desplat
2326,718,6,0.003171247357293869,0.8571428571428571,28.45112781954887,4.140354803861318,2341,724,Twisted Sister,Ozzy Osbourne
3953,1387,5,0.002642706131078224,0.625,98.54166666666667,4.139163729691001,4029,1396,Boys Noize,Digitalism
85,985,5,0.002642706131078224,0.625,98.54166666666667,4.139163729691001,91,994,Nik Kershaw,Howard Jones
363,361,5,0.002642706131078224,0.625,98.54166666666667,4.139163729691001,369,367,2PM,BIG BANG
1937,3320,5,0.002642706131078224,0.625,98.54166666666667,4.139163729691001,1952,3357,Raekwon,Notorious B.I.G.
5563,1360,5,0.002642706131078224,1.0,17.2,4.104336659814735,5688,1369,Heaven & Hell,Black Sabbath
8584,859,6,0.003171247357293869,1.0,17.2,4.104336659814735,8794,868,Nazareth,The Doors
1343,1360,5,0.002642706131078224,1.0,17.2,4.104336659814735,1352,1369,Death Angel,Black Sabbath
3439,1360,13,0.006871035940803382,1.0,17.2,4.104336659814735,3476,1369,Saxon,Black Sabbath
1882,984,6,0.003171247357293869,0.75,44.34375,4.102994155545414,1891,993,Thomas Dolby,Simple Minds
3912,147,11,0.005813953488372093,0.7333333333333333,47.84367816091954,4.092188027576441,3988,153,Mesh,De/Vision
816,1187,6,0.003171247357293869,0.6666666666666666,70.07407407407406,4.087205914117284,825,1196,Whitechapel,Suicide Silence
2453,2424,6,0.003171247357293869,0.6666666666666666,70.07407407407406,4.087205914117284,2468,2439,Alan Jackson,Rascal Flatts
2453,354,7,0.0036997885835095136,0.7777777777777778,37.73219373219373,4.073785391738563,2468,360,Alan Jackson,Shania Twain
7926,2844,5,0.002642706131078224,0.625,90.96153846153847,4.0669904688035405,8111,2864,The Allman Brothers Band,Stevie Ray Vaughan and Double Trouble
2874,2822,5,0.002642706131078224,0.625,90.96153846153847,4.0669904688035405,2894,2842,Buddy Guy,Stevie Ray Vaughan
1252,945,11,0.005813953488372093,0.7333333333333333,46.248888888888885,4.056320987223747,1261,954,Sodom,Kreator
4051,1999,7,0.0036997885835095136,0.7777777777777778,36.78888888888889,4.045376377052364,4135,2014,Xandria,Lacuna Coil
2656,739,5,0.002642706131078224,0.8333333333333334,28.666666666666668,4.034418544984119,2676,748,Tycho,Boards of Canada
763,739,5,0.002642706131078224,0.8333333333333334,28.666666666666668,4.034418544984119,772,748,Proem,Boards of Canada
387,1906,5,0.002642706131078224,0.5555555555555556,150.15873015873018,4.016858080403801,393,1918,Super Junior,동방신기
2453,2452,5,0.002642706131078224,0.5555555555555556,150.15873015873018,4.016858080403801,2468,2467,Alan Jackson,George Strait
1979,2944,5,0.002642706131078224,0.5555555555555556,150.15873015873018,4.016858080403801,1994,2964,Devin Townsend,Strapping Young Lad
2607,2619,5,0.002642706131078224,0.5555555555555556,150.15873015873018,4.016858080403801,2627,2639,Ben Folds,Ben Folds Five
8518,8522,5,0.002642706131078224,0.5555555555555556,150.15873015873018,4.016858080403801,8728,8732,Oficina G3,Fernandinho
2131,2649,5,0.002642706131078224,0.5555555555555556,150.15873015873018,4.016858080403801,2146,2669,AFX,µ-Ziq
2453,2434,5,0.002642706131078224,0.5555555555555556,150.15873015873018,4.016858080403801,2468,2449,Alan Jackson,Brooks & Dunn
1799,1794,11,0.005813953488372093,0.7857142857142857,34.57142857142857,4.016185104813349,1808,1803,Ratt,Mötley Crüe
2655,597,5,0.002642706131078224,0.8333333333333334,28.15476190476191,4.012755871206664,2675,603,Ellen Allien & Apparat,Aphex Twin
1930,597,5,0.002642706131078224,0.8333333333333334,28.15476190476191,4.012755871206664,1945,603,Daedelus,Aphex Twin
3618,434,8,0.004228329809725159,0.8,32.204255319148935,4.007343541419516,3691,440,Panda Bear,Animal Collective
1882,988,6,0.003171247357293869,0.75,40.54285714285714,4.006031892836688,1891,997,Thomas Dolby,The Human League
85,988,6,0.003171247357293869,0.75,40.54285714285714,4.006031892836688,91,997,Nik Kershaw,The Human League
995,988,6,0.003171247357293869,0.75,40.54285714285714,4.006031892836688,1004,997,Kim Wilde,The Human League
1920,308,8,0.004228329809725159,0.8888888888888888,22.726726726726728,4.005616005571674,1935,314,Solange,Ciara
7926,577,5,0.002642706131078224,0.625,84.46428571428572,4.000168466355721,8111,583,The Allman Brothers Band,John Lee Hooker
559,577,10,0.005285412262156448,0.625,84.46428571428572,4.000168466355721,565,583,Howlin' Wolf,John Lee Hooker
2131,2648,6,0.003171247357293869,0.6666666666666666,63.06666666666666,3.9858705184872507,2146,2668,AFX,Amon Tobin
463,449,9,0.0047568710359408035,0.9,21.285,3.9705886665062846,469,455,Nick Carter,Backstreet Boys
2421,350,7,0.0036997885835095136,0.6363636363636364,75.25,3.966848885210719,2436,356,Keith Urban,Brad Paisley
1799,4081,9,0.0047568710359408035,0.6428571428571429,71.54621848739497,3.960516607375992,1808,4165,Ratt,Poison
4233,147,5,0.002642706131078224,0.7142857142857143,46.600985221674875,3.9587775364582725,4317,153,Melotron,De/Vision
4456,1844,5,0.002642706131078224,0.7142857142857143,46.600985221674875,3.9587775364582725,4550,1853,In Fear and Faith,blessthefall
2598,1844,5,0.002642706131078224,0.7142857142857143,46.600985221674875,3.9587775364582725,2618,1853,Before Their Eyes,blessthefall
816,796,6,0.003171247357293869,0.6666666666666666,60.063492063492056,3.9389442998929853,825,805,Whitechapel,Parkway Drive
382,361,6,0.003171247357293869,0.6,94.6,3.938260967071219,388,367,B2ST,BIG BANG
416,433,8,0.004228329809725159,0.8888888888888888,21.561253561253558,3.9381059138087413,422,439,Mombojó,Los Hermanos
1631,1931,5,0.002642706131078224,0.625,78.83333333333334,3.9379586703863994,1640,1946,GZA/Genius,Madlib
1335,1355,5,0.002642706131078224,0.625,78.83333333333334,3.9379586703863994,1344,1364,Annihilator,Exodus
2427,2438,6,0.003171247357293869,0.5454545454545454,147.42857142857142,3.929384909108536,2442,2453,Garth Brooks,Tim McGraw
17,1268,6,0.003171247357293869,0.5454545454545454,147.42857142857142,3.929384909108536,19,1277,:wumpscut:,Velvet Acid Christ
7505,5307,5,0.002642706131078224,0.5555555555555556,131.38888888888889,3.9098330371024694,7663,5429,The Futureheads,Good Shoes
387,363,5,0.002642706131078224,0.5555555555555556,131.38888888888889,3.9098330371024694,393,369,Super Junior,2PM
2131,769,5,0.002642706131078224,0.5555555555555556,131.38888888888889,3.9098330371024694,2146,778,AFX,Ochre
1966,1969,5,0.002642706131078224,0.5555555555555556,131.38888888888889,3.9098330371024694,1981,1984,Kult,Pidżama Porno
935,911,11,0.005813953488372093,0.8461538461538461,24.256410256410255,3.892556592249893,944,920,Symphony X,Dream Theater
2189,807,5,0.002642706131078224,0.8333333333333334,25.43010752688172,3.8903880475989383,2204,816,Of Mice & Men,A Day to Remember
4082,807,5,0.002642706131078224,0.8333333333333334,25.43010752688172,3.8903880475989383,4166,816,Confide,A Day to Remember
2916,989,10,0.005285412262156448,0.7142857142857143,43.59447004608295,3.890052311273056,2936,998,A Flock of Seagulls,Orchestral Manoeuvres in the Dark
3641,837,5,0.002642706131078224,0.7142857142857143,43.59447004608295,3.890052311273056,3717,846,Chimaira,Lamb of God
2874,559,5,0.002642706131078224,0.625,73.90625,3.8797652926417237,2894,565,Buddy Guy,Howlin' Wolf
