artistID,artist_name,unique_listeners,total_plays,median_plays,log_weighted_popularity,rank_listeners,rank_plays,rank_change
316,Alanis Morissette,131,117229,302.0,750.5197035073393,84,77,7
540,Fall Out Boy,130,79486,309.0,746.62297122977,86,125,-39
1048,The Kooks,130,94398,364.0,753.0638503982294,86,99,-13
182,Keane,129,75804,321.0,733.1406903080151,88,132,-44
352,Cheryl Cole,128,67822,324.0,723.9726664779059,89,154,-65
293,Ashlee Simpson,128,93828,322.0,727.5173976780768,89,101,-12
199,Arcade Fire,128,62735,337.5,727.5612514261031,89,171,-82
425,Yeah Yeah Yeahs,128,53054,307.5,705.33836398055,89,202,-113
681,Demi Lovato,128,139378,319.0,744.3365611193835,89,62,27
680,The Veronicas,126,114690,308.5,727.8049503230689,94,80,14
1934,Adele,126,75169,267.0,726.7346092616199,94,135,-41
1369,Black Sabbath,126,131397,291.5,709.1525923828069,94,68,26
225,Interpol,125,81822,382.0,726.0193953441214,97,121,-24
523,Lindsay Lohan,125,85160,402.0,710.4357530617427,97,115,-18
88,Gorillaz,124,69629,251.0,676.9447029666377,99,150,-51
436,The Smashing Pumpkins,124,88270,324.0,697.9013766939529,99,109,-10
614,Pearl Jam,124,251440,321.5,728.3799303587218,99,37,62
704,The Pretty Reckless,123,138049,305.0,727.8722771618933,102,63,39
161,Enrique Iglesias,121,97089,251.0,659.0594921663875,103,93,10
528,Pixie Lott,118,58312,253.0,626.8379728062034,104,183,-79
1672,Avenged Sevenfold,118,200949,412.5,725.4521274434919,104,46,58
226,Queens of the Stone Age,115,69833,348.0,665.1865913773456,106,149,-43
1375,Snow Patrol,115,57847,262.0,624.7589326676008,106,185,-79
203,Blur,114,318221,265.0,634.1145435632035,108,31,77
966,Nickelback,112,41094,203.5,583.1661677827419,109,259,-150
1044,Slipknot,112,78363,346.0,645.5117552551649,109,127,-18
51,Duran Duran,111,348919,332.0,661.0187203705638,111,28,83
238,Massive Attack,111,42195,268.0,590.6635002913819,111,255,-144
757,Crystal Castles,110,59938,275.0,624.1132405489623,113,178,-65
212,Bob Dylan,108,65145,302.0,608.8833155261766,114,162,-48
972,t.A.T.u.,108,63661,260.0,598.7141840157427,114,166,-52
324,Cobra Starship,107,55463,306.0,599.9524834234035,116,193,-77
59,New Order,107,67259,275.0,584.4915568092766,116,155,-39
81,Portishead,107,43961,207.0,556.367274446227,116,242,-126
709,The White Stripes,107,45355,221.0,581.405455974554,116,231,-115
314,Ciara,106,67979,277.5,574.4958949239699,120,153,-33
543,Nicole Scherzinger,105,73597,210.0,548.1285325310506,121,139,-18
918,Megadeth,104,102662,452.0,625.8502942538134,122,86,36
907,Timbaland,104,56599,186.0,539.395178830793,122,188,-66
1513,Ramones,104,73961,281.0,589.7366736249047,122,138,-16
930,Nightwish,103,83061,287.0,585.4283769468162,125,119,6
458,Justin Bieber,100,200027,194.0,560.4191152295446,126,47,79
518,Within Temptation,98,78342,361.0,565.1341131432664,127,128,-1
187,a-ha,97,205195,248.0,537.4621322685052,128,43,85
715,R.E.M.,96,55137,247.5,529.7652994884495,129,194,-65
320,Fergie,96,26323,165.5,482.10718005475434,129,400,-271
517,Korn,96,58163,384.5,546.1619320486814,129,184,-55
1244,Elvis Presley,95,76175,227.0,516.828443634759,132,130,2
1116,Incubus,95,64897,311.0,551.5658875068877,132,163,-31
455,Backstreet Boys,95,153101,355.0,544.540027929955,132,58,74
439,Los Hermanos,95,100819,549.0,585.3169635481045,132,88,44
1001,Pet Shop Boys,93,91869,338.0,542.9321799521177,136,102,34
3057,Regina Spektor,92,65641,383.5,546.0211064972914,137,160,-23
857,The Clash,92,33757,187.0,482.84825383035667,137,317,-180
562,The Who,92,58438,282.5,509.3039356666384,137,182,-45
285,Janet Jackson,91,120665,336.0,533.5724234502909,140,75,65
536,Good Charlotte,91,70828,256.0,504.4742267111759,140,145,-5
1243,Mika,91,53918,283.0,498.12286523754096,140,199,-59
2346,Aerosmith,91,44878,265.0,503.9344577669197,140,233,-93
468,Usher,91,44673,136.0,467.3116871085233,140,235,-95
488,Three Days Grace,89,68306,363.0,514.029639558828,145,152,-7
691,Owl City,89,36911,239.0,481.23640574917147,145,292,-147
290,Jordin Sparks,89,72962,335.0,514.1863895991171,145,140,5
526,La Roux,89,34090,238.0,469.7696173558949,145,314,-169
969,Kasabian,89,47200,259.0,483.424641308862,145,221,-76
1239,Weezer,88,32136,233.0,474.99822190940966,150,329,-179
1037,Nicki Minaj,87,53353,258.0,483.33752489170337,151,201,-50
542,Pitty,87,50241,250.0,473.45501661657914,151,210,-59
481,Simple Plan,86,44240,219.5,460.08313122163474,153,236,-83
1358,Judas Priest,86,45672,257.0,475.4700116891364,153,229,-76
1406,The Offspring,85,58965,276.0,473.20471307938817,155,181,-26
70,Moby,85,44852,289.0,480.9004627534515,155,234,-79
2521,Robyn,85,63510,398.0,504.22972540823787,155,168,-13
210,Bloc Party,85,37500,303.0,467.1151912736045,155,287,-132
951,Bon Jovi,84,43252,166.5,444.54521468711994,159,251,-92
206,Beck,84,37576,269.5,467.0706039782493,159,284,-125
1186,Sum 41,83,55683,266.0,458.94215517856065,161,191,-30
913,Destiny's Child,83,34746,163.0,415.0065602812848,161,306,-145
172,Garbage,83,46606,291.0,463.3205343920695,161,222,-61
1613,Jay-Z,83,37521,204.0,437.82635449434446,161,286,-125
2343,KISS,82,44187,213.0,443.4119979529429,165,238,-73
1043,Boys Like Girls,82,37136,232.0,443.5736195216167,165,291,-126
265,Céline Dion,82,83373,218.5,457.47720013460247,165,117,48
58,Goldfrapp,82,54597,317.0,459.852474948793,165,198,-33
3200,Cansei de Ser Sexy,82,38781,271.0,457.6501926948486,165,276,-111
703,The xx,82,43860,291.0,469.51563349303905,165,243,-78
321,Jonas Brothers,82,61849,273.5,449.30287116386984,165,173,-8
191,OneRepublic,82,67187,289.0,466.16903755995946,165,156,9
500,Bullet for My Valentine,82,51566,367.5,472.5826396618159,165,208,-43
311,Natasha Bedingfield,81,39111,329.0,457.72117012981676,174,274,-100
841,Slayer,81,62107,369.0,464.0800886855804,174,172,2
808,Rise Against,81,80184,457.0,484.5824372983027,174,123,51
296,Sugababes,81,59353,360.0,468.5814429046393,174,180,-6
386,Cascada,81,35347,218.0,438.8757113005746,174,299,-125
2083,M.I.A.,80,42418,279.0,445.3428369190208,179,252,-73
854,Alice in Chains,80,49014,305.5,447.3891492696498,179,217,-38
1131,Tool,80,76012,359.5,465.0804346791698,179,131,48
97,Duffy,80,40042,280.5,456.5120582985762,179,269,-90
430,Kate Nash,80,45886,310.0,457.991772430555,179,227,-48
546,The Ting Tings,80,22518,183.0,414.20310224916585,179,460,-281
683,John Mayer,79,70360,339.0,447.6134728562288,185,147,38
618,Belle and Sebastian,79,49881,420.0,459.03500878168285,185,212,-27
327,Chris Brown,79,33055,173.0,399.44540026722706,185,322,-137
497,Papa Roach,78,43559,268.0,439.6158703723302,188,246,-58
1377,The Fray,78,37800,234.0,424.35851070132315,188,281,-93
1390,Vampire Weekend,78,35056,221.5,430.3937215886915,188,303,-115
859,Pixies,77,28038,209.0,402.95312328882966,191,375,-184
816,A Day to Remember,77,90365,689.0,496.79846428777245,191,106,85
548,Ellie Goulding,77,48631,380.0,447.7991154473719,191,218,-27
687,All Time Low,77,215777,264.0,452.65610044762616,191,40,151
432,Klaxons,77,30083,235.0,418.6363117953727,191,355,-164
155,Robbie Williams,77,54825,224.0,419.96106399986587,191,196,-5
908,Vanessa Hudgens,76,40837,316.5,417.15694895367193,197,261,-64
1099,The Prodigy,76,40473,299.0,420.03943670685373,197,264,-67
1372,Deep Purple,76,40664,293.0,414.6394740764943,197,262,-65
920,Dream Theater,76,65886,398.0,442.1990061087972,197,159,38
1459,Carrie Underwood,76,126314,476.0,458.46085131512007,197,73,124
176,Scorpions,76,24799,140.0,380.9976200991567,197,418,-221
53,Air,75,44230,285.0,411.7380756468551,203,237,-34
615,Elliott Smith,75,59821,435.0,456.28620821248916,203,179,24
403,The All-American Rejects,75,36370,177.0,404.32537664075215,203,294,-91
196,Beirut,75,37812,342.0,423.966415287513,203,280,-77
317,Keri Hilson,75,26534,184.0,375.5768786461727,203,398,-195
716,Kaiser Chiefs,75,27569,209.0,383.1792147475001,203,386,-183
718,Johnny Cash,74,37211,227.0,382.44999439168856,209,290,-81
537,The Used,73,61679,482.0,442.16795714995055,210,175,35
1464,ABBA,73,50132,202.0,393.4043617633296,210,211,-1
366,Jack Johnson,73,39882,293.0,411.00309766213934,210,270,-60
504,HIM,73,71488,327.0,424.0375506241413,210,142,68
646,RBD,73,44182,362.0,413.54347654581,210,239,-29
779,Bring Me The Horizon,72,78578,539.5,448.66033222717545,215,126,89
1042,Bruno Mars,72,20997,164.5,357.93104471890325,215,484,-269
843,Pantera,72,62838,249.5,401.49268000599005,215,170,45
64,Röyksopp,71,47993,324.0,411.3328410592314,218,220,-2
1360,Motörhead,71,31791,259.0,388.242352411211,218,332,-114
152,Porcupine Tree,71,88594,577.0,450.9261334302303,218,108,110
1639,Jimi Hendrix,70,24567,252.0,353.7088760119608,221,421,-200
166,The Cranberries,70,31367,211.5,369.6431017063929,221,338,-117
499,Flyleaf,70,75634,365.0,418.35078453770814,221,133,88
1379,Hurts,70,27871,228.0,375.5109076768248,221,380,-159
1032,Jessie J,70,29701,221.5,374.7390727567433,221,358,-137
1106,Phoenix,69,23881,204.0,363.5384262033164,226,430,-204
1047,McFly,69,83954,347.0,408.7759221691874,226,116,110
1109,Yann Tiersen,69,43972,327.0,411.64502173488376,226,241,-15
748,Boards of Canada,69,74039,362.0,417.75442431104267,226,137,89
1180,Escape The Fate,69,71434,450.0,419.5404709243686,226,143,83
531,Taio Cruz,69,15014,103.0,326.5282779983286,226,661,-435
342,Colbie Caillat,69,40510,238.0,375.1297753408695,226,263,-37
1854,Breaking Benjamin,69,52706,390.0,406.78726736589675,226,203,23
221,Travis,69,34165,267.0,370.0429090694371,226,313,-87
1470,Lifehouse,69,71250,453.0,411.0046347713048,226,144,82
1034,Kerli,68,61748,219.0,375.2580181197751,236,174,62
532,Little Boots,68,34002,268.0,373.2881497847576,236,315,-79
188,Opeth,68,79847,570.0,430.4186024229368,236,124,112
1974,Rage Against the Machine,68,31514,290.5,378.71495039002855,236,335,-99
863,The Velvet Underground,67,22356,184.0,336.1614427756966,240,463,-223
906,Girls Aloud,67,80222,492.0,417.56378053868053,240,122,118
503,In Flames,67,237148,505.0,426.01107318115146,240,39,201
512,Deftones,67,62933,342.0,404.81747049126716,240,169,71
802,Anahí,67,51602,277.0,372.2245452099519,240,207,33
535,Sophie Ellis-Bextor,66,30324,280.5,367.55024784089164,245,352,-107
1075,IAMX,66,52137,406.5,390.1086431818461,245,204,41
724,Ozzy Osbourne,66,35924,241.5,364.0131121396756,245,297,-52
603,Aphex Twin,65,34321,329.0,369.6168612584715,248,311,-63
790,Belinda,65,30446,203.0,345.7494847506635,248,350,-102
1415,Creedence Clearwater Revival,65,18449,170.0,325.1976243745891,248,547,-299
465,Jessica Simpson,64,38190,246.0,338.1336120920787,251,279,-28
733,John Lennon,64,23102,147.0,323.21115742578877,251,449,-198
2094,BoA,63,54663,520.0,385.23387076279306,253,197,56
961,Tori Amos,63,49603,236.0,338.2376679674563,253,214,39
1045,Fresno,63,70589,322.0,375.59402089603816,253,146,107
332,Kelly Rowland,62,24585,156.0,316.98624822205466,256,420,-164
690,Marina & the Diamonds,62,27304,230.0,332.56097294069326,256,389,-133
1118,A Perfect Circle,62,53915,420.0,377.02718267113835,256,200,56
2277,Feist,61,21972,222.0,319.44746978351304,259,469,-210
1455,B.o.B,61,17718,119.0,295.7116033412229,259,567,-308
184,James Blunt,61,23910,206.0,324.3093524690404,259,429,-170
714,Legião Urbana,61,27680,278.0,339.19747808748315,259,382,-123
2523,Spice Girls,60,31309,257.5,339.10794555087574,263,339,-76
978,Disturbed,60,44959,323.5,347.9506250334101,263,232,31
2531,Morrissey,60,48397,331.5,352.58605658977126,263,219,44
355,Jason Mraz,60,40288,201.0,320.5019362647203,263,266,-3
323,The Saturdays,60,54909,541.0,365.14444232593723,263,195,68
326,JoJo,60,23611,173.5,314.87446346582806,263,436,-173
1504,Sonic Youth,59,34222,331.0,327.7401758197948,269,312,-43
222,Modest Mouse,59,40203,350.0,347.9476324266174,269,268,1
622,Sufjan Stevens,59,39491,346.0,350.05961878966775,269,272,-3
889,Cyndi Lauper,58,94551,381.0,335.91791065509557,272,97,175
1122,The Police,58,29138,167.5,302.9480196994563,272,361,-89
428,The Libertines,58,37532,326.5,336.37056550069286,272,285,-13
534,No Doubt,58,38608,258.0,312.0071632379454,272,277,-5
1713,Dave Gahan,58,55944,218.5,324.0547292967351,272,190,82
423,Bat for Lashes,57,42305,433.0,343.3712936406438,277,254,23
71,Dido,57,39172,292.0,328.02213644801026,277,273,4
2020,Leighton Meester,57,75372,176.0,314.5083971114794,277,134,143
330,T.I.,57,27607,214.0,296.8444556385492,277,383,-106
632,Explosions in the Sky,57,24476,294.0,304.872378598614,277,425,-148
1424,Cat Power,57,35947,370.0,331.1880023444961,277,296,-19
726,Apocalyptica,56,43644,215.0,304.19299286502206,283,245,38
1062,Ladytron,56,33892,257.5,310.81354872749,283,316,-33
851,Manic Street Preachers,56,36669,302.5,316.144536243666,283,293,-10
697,Sia,56,27597,307.5,308.08002437405787,283,384,-101
484,Ne-Yo,56,14332,169.5,273.53884085434464,283,698,-415
472,3 Doors Down,55,29041,180.0,288.44230992143594,288,362,-74
1242,The Beach Boys,55,22806,252.0,295.2006474609697,288,453,-165
416,The National,55,49647,457.0,338.0235209170947,288,213,75
440,Animal Collective,55,40234,309.0,325.0753414442931,288,267,21
340,Cher,55,41552,213.0,298.9711281669178,288,256,32
1772,Norah Jones,54,34934,325.5,300.2198913682455,293,305,-12
554,The Kinks,54,16810,180.0,270.24579852598686,293,594,-301
2347,Van Halen,54,20205,209.5,286.8039193726036,293,504,-211
1632,Metric,54,28106,329.5,305.37609480739127,293,373,-80
456,Jesse McCartney,54,64596,304.5,309.1531154020772,293,164,129
923,Children of Bodom,53,70314,403.0,316.71489898545883,298,148,150
728,Eric Clapton,53,19637,236.0,279.5327612941119,298,517,-219
1414,Paul McCartney,52,25453,252.5,293.0359161491408,300,410,-110
1398,Justice,52,20670,211.0,278.835519872422,300,492,-192
2014,Lacuna Coil,52,18911,283.5,284.10018325493587,300,531,-231
1119,Faith No More,52,37375,383.5,297.3112673048624,300,288,12
193,Tears for Fears,52,18280,164.5,249.95140963260462,300,551,-251
489,Limp Bizkit,52,27179,274.5,285.0387454303177,300,390,-90
204,Damien Rice,52,46061,265.5,290.9237920586042,300,226,74
898,Tegan and Sara,52,56006,406.5,316.97905460259614,300,189,111
1803,Mötley Crüe,51,33624,203.0,279.2012504630474,308,318,-10
251,Whitney Houston,51,32020,242.0,266.3686832052351,308,330,-22
732,Alice Cooper,51,19335,190.0,262.50582856473636,308,524,-216
1376,White Lies,51,20674,301.0,277.1645294684377,308,491,-183
964,The Mars Volta,51,27175,281.0,275.0621664699252,308,391,-83
1512,The Last Shadow Puppets,51,28029,231.0,279.19409689387015,308,376,-68
1515,The Fratellis,51,22756,324.0,281.1206238673176,308,456,-148
304,David Archuleta,51,86342,542.0,317.7121996061971,308,113,195
797,Emily Osment,51,9083,130.0,237.16571428107423,308,1032,-724
1014,Erasure,50,83206,262.0,278.60700345884806,317,118,199
197,Tom Waits,50,41316,414.5,294.94816758381353,317,258,59
1206,Misfits,50,32827,303.5,291.71724365592945,317,326,-9
1151,Editors,50,22321,320.5,275.63058108441226,317,464,-147
793,Hannah Montana,50,26748,199.5,258.154461708456,317,396,-79
250,Bob Marley,50,24482,224.5,268.19039128870395,317,424,-107
604,Kings of Convenience,50,28188,350.5,289.4472254835113,317,370,-53
1447,Lady Antebellum,49,20760,160.0,248.52341469246284,324,489,-165
162,God Is an Astronaut,49,32173,377.0,283.5677192090193,324,328,-4
180,Roxette,49,20046,227.0,259.40553704158776,324,507,-183
99,INXS,49,18793,157.0,247.99457703356262,324,534,-210
3411,M83,49,21065,255.0,266.44369310817945,324,482,-158
830,Atreyu,49,46466,345.0,283.84778062714406,324,223,101
506,Anathema,48,35700,390.0,284.5002731492556,330,298,32
1195,Alexisonfire,48,34637,462.5,289.91514149547777,330,308,22
389,Enya,48,25020,317.5,264.9915008106934,330,416,-86
1378,Jimmy Eat World,48,30983,322.5,278.1496550605436,330,346,-16
1091,AFI,48,23154,328.0,267.1073841055925,330,448,-118
167,Scissor Sisters,47,49521,407.0,282.0180915326811,335,215,120
2176,Michael Bublé,46,13813,241.5,238.75102247321567,336,730,-394
1418,Mogwai,46,17626,254.0,243.60366095580284,336,570,-234
1684,Aly & AJ,46,51641,261.0,262.89285860167024,336,206,130
470,nevershoutnever!,46,43710,402.5,280.0314841734341,336,244,92
734,Bruce Springsteen,46,23472,293.0,262.9417225801772,336,440,-104
1866,Yellowcard,46,20893,333.0,261.37800257718544,336,486,-150
1179,Billy Talent,46,31048,371.0,268.65659079004337,336,345,-9
360,Shania Twain,46,33380,179.0,249.00377650577002,336,321,15
815,Killswitch Engage,46,40428,614.5,284.940585937599,336,265,71
383,Bad Religion,46,31078,419.0,267.87548862813856,336,343,-7
957,Blind Guardian,46,30095,239.5,256.87390415200053,336,354,-18
493,Lostprophets,46,46295,362.5,269.94261054801564,336,225,111
1873,Audioslave,46,18727,234.0,244.40639278418192,336,536,-200
1145,Stone Sour,46,17862,308.5,254.94051041380413,336,562,-226
1073,Kraftwerk,45,16706,253.0,233.3460243711401,350,598,-248
1097,Patrick Wolf,45,31086,421.0,272.7923309797883,350,342,8
1705,Hans Zimmer,45,31254,298.0,254.99431235012588,350,340,10
2080,NX Zero,45,19046,275.0,243.44603989458818,350,529,-179
371,Skillet,45,30524,431.0,265.7696269482962,350,349,1
527,Lil' Wayne,45,50645,243.0,235.39692128615658,350,209,141
1155,Hot Chip,45,17092,222.0,244.3037688024619,350,588,-238
485,Kelis,45,25380,331.0,258.9104090173284,350,411,-61
858,PJ Harvey,45,18706,235.0,242.96325526357353,350,538,-188
985,Blondie,45,18041,210.0,238.69039825702134,350,556,-206
1110,Rush,44,34641,481.5,256.8150738513997,360,307,53
547,Kid Cudi,44,32234,324.0,245.81420952250227,360,327,33
986,Frank Sinatra,44,28125,184.0,225.70907292264644,360,372,-12
450,She Wants Revenge,44,16857,261.0,236.98035711057682,360,592,-232
2605,Bonobo,44,14601,226.0,232.51080745518232,360,684,-324
1541,The Devil Wears Prada,43,90154,416.0,268.6299112834655,365,107,258
1456,Far East Movement,43,11374,127.0,210.85021507819255,365,840,-475
1083,Siouxsie and the Banshees,43,23851,219.0,229.25926518365713,365,431,-66
524,Jeffree Star,43,46370,432.0,254.43362457279673,365,224,141
1983,The Knife,43,28956,294.0,248.5627043059446,365,363,2
308,Kat DeLuna,43,20231,170.0,228.43243465756078,365,502,-137
1274,Sepultura,43,24811,277.0,224.11623099974986,365,417,-52
195,Bright Eyes,43,113631,530.0,262.56449198225636,365,82,283
997,The Human League,43,19603,212.0,224.23307562020221,365,518,-153
1673,Tokio Hotel,43,65344,199.0,235.3158961612197,365,161,204
2850,Underoath,43,51988,461.0,265.023096943627,365,205,160
1580,Paris Hilton,43,13461,211.0,223.6153596542983,365,744,-379
77,George Michael,43,29944,167.0,218.0782032942218,365,356,9
96,Fleetwood Mac,42,12008,183.0,211.87293450619075,378,810,-432
3201,Kate Bush,42,17408,269.0,220.59519554308716,378,576,-198
237,Thom Yorke,42,17674,264.5,231.55444087573332,378,569,-191
471,Metro Station,42,16155,198.0,223.95489701454275,378,617,-239
437,She & Him,42,25748,359.0,250.37779026178308,378,405,-27
915,Alexandra Burke,42,19328,206.5,227.58228959523797,378,525,-147
1394,The Chemical Brothers,42,21169,245.0,228.67445994078534,378,477,-99
712,Dire Straits,42,13640,192.5,209.89366686118709,378,737,-359
1072,Martin L. Gore,42,39658,191.5,233.49265393374324,378,271,107
1451,Girlicious,42,27570,325.0,228.75147287437534,378,385,-7
3859,Daughtry,42,41447,351.0,237.3102270128183,378,257,121
1409,Calvin Harris,42,23497,393.0,239.3532573699198,378,438,-60
1185,Alesana,42,35258,367.0,246.1487385860443,378,301,77
1426,The Jimi Hendrix Experience,42,11484,196.5,199.49404781755433,378,833,-455
813,As I Lay Dying,42,61163,632.0,272.3595690944648,378,176,202
223,Band of Horses,42,30543,222.5,229.7381508695852,378,348,30
2787,Whitesnake,42,14523,212.0,222.11195764598338,378,688,-310
1410,Pendulum,42,19783,203.0,225.5623306502019,378,511,-133
84,Cut Copy,41,18136,256.0,220.31583105690365,396,554,-158
998,Orchestral Manoeuvres in the Dark,41,22584,275.0,218.0385480101267,396,459,-63
545,Flo Rida,41,26168,124.0,187.20727600591815,396,401,-5
2542,My Bloody Valentine,41,14721,204.0,211.7785681289318,396,675,-279
693,Hey Monday,41,27941,266.0,236.00453634288357,396,379,17
2786,Janis Joplin,41,18578,205.0,210.8322732775897,396,542,-146
63,Enigma,41,77046,350.0,232.91194788564104,396,129,267
630,Neil Young,40,17930,191.0,201.67242970985015,403,558,-155
928,Helloween,40,28262,278.5,220.15208190893944,403,366,37
1556,Joss Stone,40,24546,301.5,220.69080432210336,403,422,-19
208,Babyshambles,40,21160,292.0,218.73286928269866,403,478,-75
1609,Lykke Li,40,13407,222.5,206.73010802080984,403,747,-344
1810,Def Leppard,40,19407,196.0,211.99002331191014,403,521,-118
768,Enter Shikari,40,55642,324.5,240.9173259948234,403,192,211
607,Jethro Tull,40,21204,225.0,212.48991307355084,403,476,-73
2265,Simon & Garfunkel,40,16625,238.0,211.18915319730473,403,601,-198
45,Mindless Self Indulgence,39,29358,413.0,233.68085613363564,412,360,52
953,Arch Enemy,39,22865,423.0,225.50969808756358,412,452,-40
1384,The Verve,39,13693,172.0,203.3926490769483,412,735,-323
1052,Pink,39,14512,158.0,198.56240949663507,412,692,-280
215,Jeff Buckley,39,19999,302.0,214.765054103711,412,508,-96
405,The Rasmus,39,17190,220.0,211.54029801375842,412,582,-170
